date;store;type;pallets
03/may;4895;DRY GOODS;16
04/may;4895;DRY GOODS;16
05/may;4895;DRY GOODS;21
06/may;4895;DRY GOODS;22
07/may;4895;FRESH GOODS;23
02/may;4895;DRY GOODS;24
05/may;4902;FRESH GOODS;7
02/may;4902;FRESH GOODS;8
06/may;4902;FRESH GOODS;8
07/may;4902;DRY GOODS;10
04/may;4902;FRESH GOODS;10
07/may;4902;FRESH GOODS;10
03/may;4902;FRESH GOODS;11
02/may;4902;DRY GOODS;13
05/may;4902;DRY GOODS;13
04/may;4902;DRY GOODS;14
06/may;4902;DRY GOODS;16
03/may;4902;DRY GOODS;18
02/may;5154;FRESH GOODS;8
05/may;5154;FRESH GOODS;8
03/may;5154;FRESH GOODS;10
04/may;5154;DRY GOODS;11
06/may;5154;FRESH GOODS;11
07/may;5154;FRESH GOODS;11
06/may;5154;DRY GOODS;12
07/may;5154;DRY GOODS;12
04/may;5154;FRESH GOODS;12
02/may;5154;DRY GOODS;13
03/may;5154;DRY GOODS;13
05/may;5154;DRY GOODS;14
07/may;5738;DRY GOODS;5
04/may;5738;FRESH GOODS;5
06/may;5738;FRESH GOODS;6
07/may;5738;FRESH GOODS;6
05/may;5738;DRY GOODS;7
03/may;5738;FRESH GOODS;7
05/may;5738;FRESH GOODS;7
04/may;5738;DRY GOODS;8
02/may;5738;DRY GOODS;9
03/may;5738;DRY GOODS;9
06/may;5738;DRY GOODS;9
02/may;5738;FRESH GOODS;12
02/may;5746;FRESH GOODS;8
03/may;5746;FRESH GOODS;10
04/may;5746;FRESH GOODS;10
07/may;5746;FRESH GOODS;10
05/may;5746;FRESH GOODS;11
06/may;5746;FRESH GOODS;13
04/may;5746;DRY GOODS;14
02/may;5746;DRY GOODS;15
06/may;5746;DRY GOODS;15
03/may;5746;DRY GOODS;17
05/may;5746;DRY GOODS;17
03/may;5749;FRESH GOODS;10
05/may;5749;FRESH GOODS;11
07/may;5749;FRESH GOODS;11
02/may;5749;DRY GOODS;12
05/may;5749;DRY GOODS;12
06/may;5749;DRY GOODS;12
07/may;5749;DRY GOODS;12
06/may;5749;FRESH GOODS;12
02/may;5749;FRESH GOODS;13
03/may;5749;DRY GOODS;14
04/may;5749;DRY GOODS;14
04/may;5749;FRESH GOODS;14
04/may;5753;DRY GOODS;1
02/may;5753;FRESH GOODS;1
03/may;5753;FRESH GOODS;1
04/may;5753;FRESH GOODS;1
05/may;5753;FRESH GOODS;1
05/may;5753;DRY GOODS;2
02/may;5753;DRY GOODS;3
03/may;5753;DRY GOODS;3
03/may;5759;FRESH GOODS;10
04/may;5759;FRESH GOODS;10
07/may;5759;DRY GOODS;11
02/may;5759;FRESH GOODS;11
05/may;5759;FRESH GOODS;11
03/may;5759;DRY GOODS;13
06/may;5759;DRY GOODS;13
06/may;5759;FRESH GOODS;13
07/may;5759;FRESH GOODS;13
04/may;5759;DRY GOODS;15
05/may;5759;DRY GOODS;15
02/may;5759;DRY GOODS;17
04/may;5763;FRESH GOODS;12
05/may;5763;FRESH GOODS;12
02/may;5763;FRESH GOODS;13
03/may;5763;FRESH GOODS;13
06/may;5763;FRESH GOODS;15
07/may;5763;FRESH GOODS;16
03/may;5763;DRY GOODS;20
04/may;5763;DRY GOODS;23
07/may;5763;DRY GOODS;23
06/may;5763;DRY GOODS;26
02/may;5763;DRY GOODS;27
05/may;5763;DRY GOODS;28
04/may;5766;DRY GOODS;10
05/may;5766;DRY GOODS;10
06/may;5766;DRY GOODS;12
03/may;5766;FRESH GOODS;12
03/may;5766;DRY GOODS;13
07/may;5766;DRY GOODS;13
04/may;5766;FRESH GOODS;13
06/may;5766;FRESH GOODS;13
07/may;5766;FRESH GOODS;13
02/may;5766;FRESH GOODS;14
02/may;5766;DRY GOODS;15
05/may;5766;FRESH GOODS;15
02/may;5767;FRESH GOODS;11
03/may;5767;FRESH GOODS;12
04/may;5767;FRESH GOODS;12
05/may;5767;FRESH GOODS;13
04/may;5767;DRY GOODS;14
06/may;5767;DRY GOODS;14
07/may;5767;DRY GOODS;14
06/may;5767;FRESH GOODS;14
07/may;5767;FRESH GOODS;14
02/may;5767;DRY GOODS;18
03/may;5767;DRY GOODS;19
05/may;5767;DRY GOODS;19
03/may;5769;FRESH GOODS;11
02/may;5769;FRESH GOODS;12
05/may;5769;FRESH GOODS;12
04/may;5769;FRESH GOODS;14
04/may;5769;DRY GOODS;17
07/may;5769;FRESH GOODS;17
07/may;5769;DRY GOODS;18
06/may;5769;FRESH GOODS;18
03/may;5769;DRY GOODS;19
06/may;5769;DRY GOODS;19
05/may;5769;DRY GOODS;20
02/may;5769;DRY GOODS;22
03/may;6089;FRESH GOODS;10
07/may;6089;DRY GOODS;11
04/may;6089;FRESH GOODS;11
02/may;6089;FRESH GOODS;12
05/may;6089;FRESH GOODS;13
07/may;6089;FRESH GOODS;13
06/may;6089;FRESH GOODS;14
06/may;6089;DRY GOODS;16
04/may;6089;DRY GOODS;17
03/may;6089;DRY GOODS;20
05/may;6089;DRY GOODS;26
02/may;6089;DRY GOODS;52
03/may;6091;FRESH GOODS;12
05/may;6091;FRESH GOODS;15
07/may;6091;FRESH GOODS;15
07/may;6091;DRY GOODS;16
02/may;6091;FRESH GOODS;16
04/may;6091;FRESH GOODS;16
03/may;6091;DRY GOODS;17
06/may;6091;FRESH GOODS;17
04/may;6091;DRY GOODS;18
06/may;6091;DRY GOODS;21
02/may;6091;DRY GOODS;22
05/may;6091;DRY GOODS;24
03/may;6173;FRESH GOODS;9
02/may;6173;FRESH GOODS;10
04/may;6173;FRESH GOODS;11
05/may;6173;FRESH GOODS;11
04/may;6173;DRY GOODS;12
07/may;6173;FRESH GOODS;14
02/may;6173;DRY GOODS;16
03/may;6173;DRY GOODS;16
05/may;6173;DRY GOODS;16
07/may;6173;DRY GOODS;16
06/may;6173;FRESH GOODS;16
06/may;6173;DRY GOODS;17
02/may;6174;FRESH GOODS;10
03/may;6174;FRESH GOODS;11
07/may;6174;FRESH GOODS;13
06/may;6174;FRESH GOODS;15
03/may;6174;DRY GOODS;18
05/may;6174;FRESH GOODS;18
07/may;6174;DRY GOODS;19
04/may;6174;FRESH GOODS;21
04/may;6174;DRY GOODS;22
06/may;6174;DRY GOODS;23
05/may;6174;DRY GOODS;25
02/may;6174;DRY GOODS;35
03/may;6332;FRESH GOODS;9
02/may;6332;FRESH GOODS;11
04/may;6332;FRESH GOODS;11
05/may;6332;FRESH GOODS;14
06/may;6332;FRESH GOODS;15
07/may;6332;FRESH GOODS;16
03/may;6332;DRY GOODS;22
02/may;6332;DRY GOODS;24
04/may;6332;DRY GOODS;25
05/may;6332;DRY GOODS;28
06/may;6332;DRY GOODS;33
02/may;6891;FRESH GOODS;2
02/may;6891;DRY GOODS;5
03/may;6891;DRY GOODS;5
04/may;6891;FRESH GOODS;5
06/may;6891;FRESH GOODS;5
07/may;6891;DRY GOODS;7
05/may;6891;FRESH GOODS;7
07/may;6891;FRESH GOODS;7
03/may;6891;FRESH GOODS;8
06/may;6891;DRY GOODS;13
05/may;6891;DRY GOODS;14
04/may;6891;DRY GOODS;16
03/may;6989;DRY GOODS;9
07/may;6989;DRY GOODS;9
07/may;6989;FRESH GOODS;9
06/may;6989;DRY GOODS;10
05/may;6989;FRESH GOODS;10
04/may;6989;DRY GOODS;11
05/may;6989;DRY GOODS;11
03/may;6989;FRESH GOODS;11
06/may;6989;FRESH GOODS;11
02/may;6989;FRESH GOODS;12
04/may;6989;FRESH GOODS;12
02/may;6989;DRY GOODS;14
02/may;7031;FRESH GOODS;7
03/may;7031;FRESH GOODS;8
04/may;7031;FRESH GOODS;10
07/may;7031;DRY GOODS;11
06/may;7031;FRESH GOODS;11
07/may;7031;FRESH GOODS;11
05/may;7031;FRESH GOODS;12
04/may;7031;DRY GOODS;13
02/may;7031;DRY GOODS;14
03/may;7031;DRY GOODS;14
05/may;7031;DRY GOODS;15
06/may;7031;DRY GOODS;20
02/may;7207;FRESH GOODS;16
03/may;7207;FRESH GOODS;16
05/may;7207;FRESH GOODS;20
04/may;7207;FRESH GOODS;21
07/may;7207;FRESH GOODS;22
02/may;7207;DRY GOODS;24
06/may;7207;FRESH GOODS;25
04/may;7207;DRY GOODS;26
03/may;7207;DRY GOODS;31
05/may;7207;DRY GOODS;32
06/may;7207;DRY GOODS;33
05/may;7691;FRESH GOODS;7
03/may;7691;FRESH GOODS;8
07/may;7691;DRY GOODS;9
02/may;7691;FRESH GOODS;9
02/may;7691;DRY GOODS;10
04/may;7691;DRY GOODS;10
05/may;7691;DRY GOODS;10
06/may;7691;FRESH GOODS;10
03/may;7691;DRY GOODS;11
06/may;7691;DRY GOODS;12
07/may;7691;FRESH GOODS;13
04/may;7691;FRESH GOODS;21
02/may;7695;FRESH GOODS;11
03/may;7695;FRESH GOODS;11
04/may;7695;FRESH GOODS;14
05/may;7695;FRESH GOODS;14
07/may;7695;FRESH GOODS;14
06/may;7695;FRESH GOODS;15
03/may;7695;DRY GOODS;19
02/may;7695;DRY GOODS;21
07/may;7695;DRY GOODS;21
04/may;7695;DRY GOODS;22
06/may;7695;DRY GOODS;23
05/may;7695;DRY GOODS;28
03/may;7763;FRESH GOODS;11
03/may;7763;DRY GOODS;12
05/may;7763;FRESH GOODS;12
07/may;7763;DRY GOODS;13
04/may;7763;FRESH GOODS;13
07/may;7763;FRESH GOODS;13
04/may;7763;DRY GOODS;14
05/may;7763;DRY GOODS;14
02/may;7763;FRESH GOODS;14
02/may;7763;DRY GOODS;16
06/may;7763;DRY GOODS;17
06/may;7763;FRESH GOODS;17
05/may;7773;FRESH GOODS;6
03/may;7773;FRESH GOODS;7
06/may;7773;FRESH GOODS;8
02/may;7773;DRY GOODS;9
03/may;7773;DRY GOODS;9
05/may;7773;DRY GOODS;9
04/may;7773;DRY GOODS;10
06/may;7773;DRY GOODS;10
07/may;7773;DRY GOODS;10
07/may;7773;FRESH GOODS;10
04/may;7773;FRESH GOODS;11
02/may;7773;FRESH GOODS;13
02/may;7780;FRESH GOODS;6
04/may;7780;FRESH GOODS;7
07/may;7780;FRESH GOODS;7
02/may;7780;DRY GOODS;8
04/may;7780;DRY GOODS;8
06/may;7780;FRESH GOODS;8
03/may;7780;DRY GOODS;9
05/may;7780;DRY GOODS;9
06/may;7780;DRY GOODS;9
05/may;7780;FRESH GOODS;10
03/may;7780;FRESH GOODS;11
02/may;7873;FRESH GOODS;5
03/may;7873;FRESH GOODS;5
03/may;7873;DRY GOODS;6
07/may;7873;DRY GOODS;6
05/may;7873;FRESH GOODS;6
06/may;7873;FRESH GOODS;6
07/may;7873;FRESH GOODS;6
02/may;7873;DRY GOODS;7
05/may;7873;DRY GOODS;7
04/may;7873;FRESH GOODS;9
04/may;7873;DRY GOODS;11
06/may;7873;DRY GOODS;24
03/may;8427;DRY GOODS;6
04/may;8427;DRY GOODS;6
07/may;8427;DRY GOODS;6
05/may;8427;FRESH GOODS;6
06/may;8427;FRESH GOODS;6
06/may;8427;DRY GOODS;7
04/may;8427;FRESH GOODS;7
02/may;8427;DRY GOODS;8
02/may;8427;FRESH GOODS;9
07/may;8427;FRESH GOODS;11
03/may;8427;FRESH GOODS;12
05/may;8427;DRY GOODS;14
02/may;8466;FRESH GOODS;5
06/may;8466;FRESH GOODS;6
07/may;8466;DRY GOODS;7
05/may;8466;FRESH GOODS;7
07/may;8466;FRESH GOODS;8
04/may;8466;DRY GOODS;9
02/may;8466;DRY GOODS;10
03/may;8466;DRY GOODS;10
05/may;8466;DRY GOODS;10
06/may;8466;DRY GOODS;10
04/may;8466;FRESH GOODS;10
03/may;8466;FRESH GOODS;14
03/may;8524;FRESH GOODS;9
02/may;8524;FRESH GOODS;10
05/may;8524;FRESH GOODS;11
04/may;8524;FRESH GOODS;12
06/may;8524;FRESH GOODS;12
07/may;8524;FRESH GOODS;13
07/may;8524;DRY GOODS;15
03/may;8524;DRY GOODS;16
04/may;8524;DRY GOODS;16
06/may;8524;DRY GOODS;16
02/may;8524;DRY GOODS;19
05/may;8524;DRY GOODS;21
03/may;9024;FRESH GOODS;8
05/may;9024;FRESH GOODS;8
02/may;9024;FRESH GOODS;9
04/may;9024;FRESH GOODS;9
06/may;9024;FRESH GOODS;9
07/may;9024;DRY GOODS;10
03/may;9024;DRY GOODS;12
04/may;9024;DRY GOODS;13
05/may;9024;DRY GOODS;13
02/may;9024;DRY GOODS;14
06/may;9024;DRY GOODS;15
07/may;9024;FRESH GOODS;15
03/may;9083;FRESH GOODS;14
04/may;9083;FRESH GOODS;17
02/may;9083;FRESH GOODS;18
06/may;9083;FRESH GOODS;18
05/may;9083;FRESH GOODS;19
03/may;9083;DRY GOODS;20
07/may;9083;FRESH GOODS;20
04/may;9083;DRY GOODS;23
07/may;9083;DRY GOODS;24
02/may;9083;DRY GOODS;25
06/may;9083;DRY GOODS;28
05/may;9083;DRY GOODS;29
04/may;9379;FRESH GOODS;8
05/may;9379;FRESH GOODS;10
06/may;9379;FRESH GOODS;10
07/may;9379;FRESH GOODS;11
07/may;9379;DRY GOODS;12
02/may;9379;FRESH GOODS;12
03/may;9379;DRY GOODS;13
03/may;9379;FRESH GOODS;13
02/may;9379;DRY GOODS;14
04/may;9379;DRY GOODS;14
05/may;9379;DRY GOODS;14
06/may;9379;DRY GOODS;14
04/may;9586;FRESH GOODS;7
05/may;9586;FRESH GOODS;7
02/may;9586;DRY GOODS;8
02/may;9586;FRESH GOODS;8
05/may;9586;DRY GOODS;9
07/may;9586;FRESH GOODS;9
04/may;9586;DRY GOODS;10
06/may;9586;DRY GOODS;12
07/may;9586;DRY GOODS;12
06/may;9586;FRESH GOODS;12
03/may;9586;FRESH GOODS;14
03/may;9586;DRY GOODS;37
03/may;9587;FRESH GOODS;11
02/may;9587;FRESH GOODS;13
04/may;9587;FRESH GOODS;14
05/may;9587;FRESH GOODS;14
07/may;9587;FRESH GOODS;14
03/may;9587;DRY GOODS;19
04/may;9587;DRY GOODS;21
02/may;9587;DRY GOODS;22
06/may;9587;FRESH GOODS;22
05/may;9587;DRY GOODS;25
07/may;9587;DRY GOODS;25
06/may;9587;DRY GOODS;28
02/may;9622;FRESH GOODS;8
07/may;9622;DRY GOODS;9
03/may;9622;FRESH GOODS;9
05/may;9622;FRESH GOODS;10
04/may;9622;FRESH GOODS;11
06/may;9622;FRESH GOODS;11
07/may;9622;FRESH GOODS;11
04/may;9622;DRY GOODS;14
06/may;9622;DRY GOODS;15
03/may;9622;DRY GOODS;16
02/may;9622;DRY GOODS;17
05/may;9622;DRY GOODS;17
02/may;9664;FRESH GOODS;7
03/may;9664;FRESH GOODS;7
05/may;9664;FRESH GOODS;8
07/may;9664;FRESH GOODS;8
06/may;9664;FRESH GOODS;9
04/may;9664;FRESH GOODS;10
07/may;9664;DRY GOODS;12
04/may;9664;DRY GOODS;14
06/may;9664;DRY GOODS;15
02/may;9664;DRY GOODS;16
03/may;9664;DRY GOODS;16
05/may;9664;DRY GOODS;16
02/may;9800;FRESH GOODS;4
03/may;9800;FRESH GOODS;4
05/may;9800;FRESH GOODS;5
07/may;9800;FRESH GOODS;5
06/may;9800;FRESH GOODS;6
04/may;9800;FRESH GOODS;7
07/may;9800;DRY GOODS;8
04/may;9800;DRY GOODS;9
06/may;9800;DRY GOODS;10
02/may;9800;DRY GOODS;11
03/may;9800;DRY GOODS;11
05/may;9800;DRY GOODS;11
02/may;9805;FRESH GOODS;5
03/may;9805;FRESH GOODS;5
05/may;9805;FRESH GOODS;6
07/may;9805;FRESH GOODS;6
06/may;9805;FRESH GOODS;7
04/may;9805;FRESH GOODS;7
07/may;9805;DRY GOODS;9
04/may;9805;DRY GOODS;10
06/may;9805;DRY GOODS;11
02/may;9805;DRY GOODS;11
03/may;9805;DRY GOODS;11
05/may;9805;DRY GOODS;11
02/may;9810;FRESH GOODS;4
03/may;9810;FRESH GOODS;4
05/may;9810;FRESH GOODS;4
07/may;9810;FRESH GOODS;4
06/may;9810;FRESH GOODS;5
04/may;9810;FRESH GOODS;6
07/may;9810;DRY GOODS;7
04/may;9810;DRY GOODS;9
06/may;9810;DRY GOODS;9
02/may;9810;DRY GOODS;10
03/may;9810;DRY GOODS;10
05/may;9810;DRY GOODS;10
02/may;9815;FRESH GOODS;4
03/may;9815;FRESH GOODS;4
05/may;9815;FRESH GOODS;5
07/may;9815;FRESH GOODS;5
06/may;9815;FRESH GOODS;6
04/may;9815;FRESH GOODS;7
07/may;9815;DRY GOODS;8
04/may;9815;DRY GOODS;9
06/may;9815;DRY GOODS;10
02/may;9815;DRY GOODS;11
03/may;9815;DRY GOODS;11
05/may;9815;DRY GOODS;11
02/may;9820;FRESH GOODS;4
03/may;9820;FRESH GOODS;4
05/may;9820;FRESH GOODS;4
07/may;9820;FRESH GOODS;4
06/may;9820;FRESH GOODS;5
04/may;9820;FRESH GOODS;6
07/may;9820;DRY GOODS;7
04/may;9820;DRY GOODS;9
06/may;9820;DRY GOODS;9
02/may;9820;DRY GOODS;10
03/may;9820;DRY GOODS;10
05/may;9820;DRY GOODS;10
02/may;9825;FRESH GOODS;6
03/may;9825;FRESH GOODS;6
05/may;9825;FRESH GOODS;7
07/may;9825;FRESH GOODS;7
06/may;9825;FRESH GOODS;7
04/may;9825;FRESH GOODS;8
07/may;9825;DRY GOODS;9
04/may;9825;DRY GOODS;11
06/may;9825;DRY GOODS;11
02/may;9825;DRY GOODS;12
03/may;9825;DRY GOODS;12
05/may;9825;DRY GOODS;12
02/may;9830;FRESH GOODS;7
03/may;9830;FRESH GOODS;7
05/may;9830;FRESH GOODS;7
07/may;9830;FRESH GOODS;7
06/may;9830;FRESH GOODS;8
04/may;9830;FRESH GOODS;9
07/may;9830;DRY GOODS;10
04/may;9830;DRY GOODS;11
06/may;9830;DRY GOODS;12
02/may;9830;DRY GOODS;13
03/may;9830;DRY GOODS;13
05/may;9830;DRY GOODS;13
02/may;9835;FRESH GOODS;5
03/may;9835;FRESH GOODS;5
05/may;9835;FRESH GOODS;6
07/may;9835;FRESH GOODS;6
06/may;9835;FRESH GOODS;7
04/may;9835;FRESH GOODS;7
07/may;9835;DRY GOODS;9
04/may;9835;DRY GOODS;10
06/may;9835;DRY GOODS;11
02/may;9835;DRY GOODS;11
03/may;9835;DRY GOODS;11
05/may;9835;DRY GOODS;11
02/may;9840;FRESH GOODS;6
03/may;9840;FRESH GOODS;6
05/may;9840;FRESH GOODS;7
07/may;9840;FRESH GOODS;7
06/may;9840;FRESH GOODS;7
04/may;9840;FRESH GOODS;8
07/may;9840;DRY GOODS;9
04/may;9840;DRY GOODS;11
06/may;9840;DRY GOODS;11
02/may;9840;DRY GOODS;12
03/may;9840;DRY GOODS;12
05/may;9840;DRY GOODS;12
02/may;9845;FRESH GOODS;5
03/may;9845;FRESH GOODS;5
05/may;9845;FRESH GOODS;6
07/may;9845;FRESH GOODS;6
06/may;9845;FRESH GOODS;7
04/may;9845;FRESH GOODS;7
07/may;9845;DRY GOODS;9
04/may;9845;DRY GOODS;10
06/may;9845;DRY GOODS;11
02/may;9845;DRY GOODS;11
03/may;9845;DRY GOODS;11
05/may;9845;DRY GOODS;11
02/may;9850;FRESH GOODS;7
03/may;9850;FRESH GOODS;7
05/may;9850;FRESH GOODS;8
07/may;9850;FRESH GOODS;8
06/may;9850;FRESH GOODS;9
04/may;9850;FRESH GOODS;9
07/may;9850;DRY GOODS;11
04/may;9850;DRY GOODS;12
06/may;9850;DRY GOODS;13
02/may;9850;DRY GOODS;14
03/may;9850;DRY GOODS;14
05/may;9850;DRY GOODS;14
02/may;9855;FRESH GOODS;8
03/may;9855;FRESH GOODS;8
05/may;9855;FRESH GOODS;9
07/may;9855;FRESH GOODS;9
06/may;9855;FRESH GOODS;9
04/may;9855;FRESH GOODS;10
02/may;9855;DRY GOODS;11
07/may;9855;DRY GOODS;11
04/may;9855;DRY GOODS;13
06/may;9855;DRY GOODS;8
03/may;9855;DRY GOODS;14
05/may;9855;DRY GOODS;14
02/may;9860;DRY GOODS;5
02/may;9860;FRESH GOODS;7
03/may;9860;FRESH GOODS;7
05/may;9860;FRESH GOODS;7
07/may;9860;FRESH GOODS;7
06/may;9860;FRESH GOODS;8
04/may;9860;FRESH GOODS;9
07/may;9860;DRY GOODS;10
04/may;9860;DRY GOODS;11
06/may;9860;DRY GOODS;8
03/may;9860;DRY GOODS;13
05/may;9860;DRY GOODS;13
02/may;9865;DRY GOODS;6
02/may;9865;FRESH GOODS;7
03/may;9865;FRESH GOODS;7
05/may;9865;FRESH GOODS;8
07/may;9865;FRESH GOODS;8
06/may;9865;FRESH GOODS;9
04/may;9865;FRESH GOODS;9
07/may;9865;DRY GOODS;11
04/may;9865;DRY GOODS;12
06/may;9865;DRY GOODS;8
03/may;9865;DRY GOODS;14
05/may;9865;DRY GOODS;14
02/may;9870;DRY GOODS;7
02/may;9870;FRESH GOODS;7
03/may;9870;FRESH GOODS;7
05/may;9870;FRESH GOODS;7
07/may;9870;FRESH GOODS;7
06/may;9870;FRESH GOODS;8
04/may;9870;FRESH GOODS;9
07/may;9870;DRY GOODS;10
04/may;9870;DRY GOODS;11
06/may;9870;DRY GOODS;12
03/may;9870;DRY GOODS;13
05/may;9870;DRY GOODS;13
02/may;9875;DRY GOODS;2
02/may;9875;FRESH GOODS;9
03/may;9875;FRESH GOODS;9
05/may;9875;FRESH GOODS;9
07/may;9875;FRESH GOODS;9
06/may;9875;FRESH GOODS;10
04/may;9875;FRESH GOODS;11
07/may;9875;DRY GOODS;12
04/may;9875;DRY GOODS;14
06/may;9875;DRY GOODS;14
03/may;9875;DRY GOODS;15
05/may;9875;DRY GOODS;15
02/may;9880;DRY GOODS;3
02/may;9880;FRESH GOODS;9
03/may;9880;FRESH GOODS;9
05/may;9880;FRESH GOODS;10
07/may;9880;FRESH GOODS;10
06/may;9880;FRESH GOODS;11
04/may;9880;FRESH GOODS;11
07/may;9880;DRY GOODS;13
04/may;9880;DRY GOODS;14
06/may;9880;DRY GOODS;12
03/may;9880;DRY GOODS;16
05/may;9880;DRY GOODS;12
02/may;9885;DRY GOODS;2
02/may;9885;FRESH GOODS;8
03/may;9885;FRESH GOODS;8
05/may;9885;FRESH GOODS;9
07/may;9885;FRESH GOODS;9
06/may;9885;FRESH GOODS;9
04/may;9885;FRESH GOODS;10
07/may;9885;DRY GOODS;11
04/may;9885;DRY GOODS;13
06/may;9885;DRY GOODS;14
03/may;9885;DRY GOODS;12
05/may;9885;DRY GOODS;14
02/may;9890;DRY GOODS;2
02/may;9890;FRESH GOODS;9
03/may;9890;FRESH GOODS;9
05/may;9890;FRESH GOODS;9
07/may;9890;FRESH GOODS;9
06/may;9890;FRESH GOODS;10
04/may;9890;FRESH GOODS;11
07/may;9890;DRY GOODS;12
04/may;9890;DRY GOODS;14
06/may;9890;DRY GOODS;14
03/may;9890;DRY GOODS;12
05/may;9890;DRY GOODS;15
02/may;9895;DRY GOODS;2
02/may;9895;FRESH GOODS;8
03/may;9895;FRESH GOODS;8
05/may;9895;FRESH GOODS;9
07/may;9895;FRESH GOODS;9
06/may;9895;FRESH GOODS;9
04/may;9895;FRESH GOODS;10
07/may;9895;DRY GOODS;11
04/may;9895;DRY GOODS;13
06/may;9895;DRY GOODS;14
03/may;9895;DRY GOODS;14
05/may;9895;DRY GOODS;14
02/may;9900;DRY GOODS;10
02/may;9900;FRESH GOODS;10
03/may;9900;FRESH GOODS;10
05/may;9900;FRESH GOODS;11
07/may;9900;FRESH GOODS;11
06/may;9900;FRESH GOODS;11
04/may;9900;FRESH GOODS;12
07/may;9900;DRY GOODS;14
04/may;9900;DRY GOODS;15
06/may;9900;DRY GOODS;16
03/may;9900;DRY GOODS;12
05/may;9900;DRY GOODS;12
02/may;9905;DRY GOODS;9
02/may;9905;FRESH GOODS;9
03/may;9905;FRESH GOODS;9
05/may;9905;FRESH GOODS;9
07/may;9905;FRESH GOODS;9
06/may;9905;FRESH GOODS;10
04/may;9905;FRESH GOODS;11
07/may;9905;DRY GOODS;12
04/may;9905;DRY GOODS;14
06/may;9905;DRY GOODS;14
03/may;9905;DRY GOODS;8
05/may;9905;DRY GOODS;11
02/may;9910;DRY GOODS;7
02/may;9910;FRESH GOODS;7
03/may;9910;FRESH GOODS;7
05/may;9910;FRESH GOODS;7
07/may;9910;FRESH GOODS;7
06/may;9910;FRESH GOODS;8
04/may;9910;FRESH GOODS;9
07/may;9910;DRY GOODS;10
04/may;9910;DRY GOODS;11
06/may;9910;DRY GOODS;12
03/may;9910;DRY GOODS;8
05/may;9910;DRY GOODS;9
02/may;9915;DRY GOODS;8
02/may;9915;FRESH GOODS;8
03/may;9915;FRESH GOODS;8
05/may;9915;FRESH GOODS;9
07/may;9915;FRESH GOODS;9
06/may;9915;FRESH GOODS;9
04/may;9915;FRESH GOODS;10
07/may;9915;DRY GOODS;11
04/may;9915;DRY GOODS;13
06/may;9915;DRY GOODS;14
03/may;9915;DRY GOODS;8
05/may;9915;DRY GOODS;10
02/may;9920;FRESH GOODS;4
03/may;9920;FRESH GOODS;4
05/may;9920;FRESH GOODS;5
07/may;9920;FRESH GOODS;5
06/may;9920;FRESH GOODS;6
04/may;9920;FRESH GOODS;7
07/may;9920;DRY GOODS;8
04/may;9920;DRY GOODS;9
06/may;9920;DRY GOODS;10
02/may;9920;DRY GOODS;11
03/may;9920;DRY GOODS;12
05/may;9920;DRY GOODS;7
02/may;9925;FRESH GOODS;5
03/may;9925;FRESH GOODS;5
05/may;9925;FRESH GOODS;6
07/may;9925;FRESH GOODS;6
06/may;9925;FRESH GOODS;7
04/may;9925;FRESH GOODS;7
07/may;9925;DRY GOODS;9
04/may;9925;DRY GOODS;10
06/may;9925;DRY GOODS;11
02/may;9925;DRY GOODS;11
03/may;9925;DRY GOODS;7
05/may;9925;DRY GOODS;8
02/may;9930;FRESH GOODS;4
03/may;9930;FRESH GOODS;4
05/may;9930;FRESH GOODS;4
07/may;9930;FRESH GOODS;4
06/may;9930;FRESH GOODS;5
04/may;9930;FRESH GOODS;6
07/may;9930;DRY GOODS;7
04/may;9930;DRY GOODS;9
06/may;9930;DRY GOODS;9
02/may;9930;DRY GOODS;10
03/may;9930;DRY GOODS;8
05/may;9930;DRY GOODS;9
02/may;9935;FRESH GOODS;4
03/may;9935;FRESH GOODS;4
05/may;9935;FRESH GOODS;5
07/may;9935;FRESH GOODS;5
06/may;9935;FRESH GOODS;6
04/may;9935;FRESH GOODS;7
07/may;9935;DRY GOODS;8
04/may;9935;DRY GOODS;9
06/may;9935;DRY GOODS;10
02/may;9935;DRY GOODS;11
03/may;9935;DRY GOODS;9
05/may;9935;DRY GOODS;8
02/may;9940;FRESH GOODS;4
03/may;9940;FRESH GOODS;4
05/may;9940;FRESH GOODS;4
07/may;9940;FRESH GOODS;4
06/may;9940;FRESH GOODS;5
04/may;9940;FRESH GOODS;6
07/may;9940;DRY GOODS;7
04/may;9940;DRY GOODS;9
06/may;9940;DRY GOODS;9
02/may;9940;DRY GOODS;10
03/may;9940;DRY GOODS;7
05/may;9940;DRY GOODS;10
02/may;9945;FRESH GOODS;6
03/may;9945;FRESH GOODS;6
05/may;9945;FRESH GOODS;7
07/may;9945;FRESH GOODS;7
06/may;9945;FRESH GOODS;7
04/may;9945;FRESH GOODS;8
07/may;9945;DRY GOODS;9
04/may;9945;DRY GOODS;11
06/may;9945;DRY GOODS;11
02/may;9945;DRY GOODS;12
03/may;9945;DRY GOODS;8
05/may;9945;DRY GOODS;12
